,sales,date,region
19629,180000,2020-01-08,south
19630,176700,2020-01-08,east
19631,175200,2020-01-08,west
19656,150900,2020-01-09,north
19657,153900,2020-01-09,south
19658,167100,2020-01-09,east
19659,166800,2020-01-09,west
19684,169200,2020-01-10,north
19685,158400,2020-01-10,south
19686,171000,2020-01-10,east
19687,168600,2020-01-10,west
19712,161700,2020-01-11,north
19713,166500,2020-01-11,south
19714,172200,2020-01-11,east
19715,155100,2020-01-11,west
19740,162000,2020-01-12,north
19741,179100,2020-01-12,south
19742,166200,2020-01-12,east
19743,165600,2020-01-12,west
19768,164400,2020-01-13,north
19769,165900,2020-01-13,south
19770,174000,2020-01-13,east
19771,166800,2020-01-13,west
19796,156600,2020-01-14,north
19797,157500,2020-01-14,south
19798,156600,2020-01-14,east
19799,157800,2020-01-14,west
19824,173700,2020-01-15,north
19825,159600,2020-01-15,south
19826,177600,2020-01-15,east
19827,163800,2020-01-15,west
19852,174900,2020-01-16,north
19853,175200,2020-01-16,south
19854,163500,2020-01-16,east
19855,158100,2020-01-16,west
19880,152100,2020-01-17,north
19881,153600,2020-01-17,south
19882,166500,2020-01-17,east
19883,178200,2020-01-17,west
19908,165000,2020-01-18,north
19909,174900,2020-01-18,south
19910,179700,2020-01-18,east
19911,165000,2020-01-18,west
19936,160800,2020-01-19,north
19937,160800,2020-01-19,south
19938,157500,2020-01-19,east
19939,159000,2020-01-19,west
19964,166500,2020-01-20,north
19965,159600,2020-01-20,south
19966,158100,2020-01-20,east
19967,169500,2020-01-20,west
19992,164700,2020-01-21,north
19993,177600,2020-01-21,south
19994,171900,2020-01-21,east
19995,157800,2020-01-21,west
20020,150300,2020-01-22,north
20021,156900,2020-01-22,south
20022,173100,2020-01-22,east
20023,155100,2020-01-22,west
20048,162600,2020-01-23,north
20049,151800,2020-01-23,south
20050,157500,2020-01-23,east
20051,161100,2020-01-23,west
20076,162900,2020-01-24,north
20077,170400,2020-01-24,south
20078,165600,2020-01-24,east
20079,155400,2020-01-24,west
20104,157500,2020-01-25,north
20105,163800,2020-01-25,south
20106,163500,2020-01-25,east
20107,154800,2020-01-25,west
20132,171000,2020-01-26,north
20133,158400,2020-01-26,south
20134,171600,2020-01-26,east
20135,160200,2020-01-26,west
20160,156900,2020-01-27,north
20161,150600,2020-01-27,south
20162,167100,2020-01-27,east
20163,158400,2020-01-27,west
20188,168900,2020-01-28,north
20189,177300,2020-01-28,south
20190,164700,2020-01-28,east
20191,150300,2020-01-28,west
20216,159300,2020-01-29,north
20217,150600,2020-01-29,south
20218,174000,2020-01-29,east
20219,157200,2020-01-29,west
20244,162000,2020-01-30,north
20245,154200,2020-01-30,south
20246,159300,2020-01-30,east
20247,150000,2020-01-30,west
20272,163500,2020-01-31,north
20273,165600,2020-01-31,south
20274,177900,2020-01-31,east
20275,160500,2020-01-31,west
20300,160200,2020-02-01,north
20301,179400,2020-02-01,south
20302,167700,2020-02-01,east
20303,152100,2020-02-01,west
20328,170700,2020-02-02,north
20329,166500,2020-02-02,south
20330,171300,2020-02-02,east
20331,165900,2020-02-02,west
20356,154800,2020-02-03,north
20357,164700,2020-02-03,south
20358,176400,2020-02-03,east
20359,166200,2020-02-03,west
20384,156300,2020-02-04,north
20385,175500,2020-02-04,south
20386,165900,2020-02-04,east
20387,157500,2020-02-04,west
20412,171600,2020-02-05,north
20413,150600,2020-02-05,south
20414,173400,2020-02-05,east
20415,170400,2020-02-05,west
20440,151200,2020-02-06,north
20441,157200,2020-02-06,south
20442,178200,2020-02-06,east
20443,155400,2020-02-06,west
20468,178200,2020-02-07,north
20469,170100,2020-02-07,south
20470,169800,2020-02-07,east
20471,167100,2020-02-07,west
20496,158400,2020-02-08,north
20497,160200,2020-02-08,south
20498,175500,2020-02-08,east
20499,161400,2020-02-08,west
20524,174300,2020-02-09,north
20525,178800,2020-02-09,south
20526,164400,2020-02-09,east
20527,172800,2020-02-09,west
20552,159900,2020-02-10,north
20553,168900,2020-02-10,south
20554,177600,2020-02-10,east
20555,156900,2020-02-10,west
20580,179100,2020-02-11,north
20581,163800,2020-02-11,south
20582,171600,2020-02-11,east
20583,178800,2020-02-11,west
20608,175800,2020-02-12,north
20609,175200,2020-02-12,south
20610,159900,2020-02-12,east
20611,153300,2020-02-12,west
20636,154800,2020-02-13,north
20637,180000,2020-02-13,south
20638,165900,2020-02-13,east
20639,161700,2020-02-13,west
20664,174600,2020-02-14,north
20665,164400,2020-02-14,south
20666,169800,2020-02-14,east
20667,153300,2020-02-14,west
20692,170400,2020-02-15,north
20693,152400,2020-02-15,south
20694,154500,2020-02-15,east
20695,173100,2020-02-15,west
20720,166500,2020-02-16,north
20721,179100,2020-02-16,south
20722,160500,2020-02-16,east
20723,174300,2020-02-16,west
20748,167700,2020-02-17,north
20749,159000,2020-02-17,south
20750,172200,2020-02-17,east
20751,174300,2020-02-17,west
20776,166800,2020-02-18,north
20777,162000,2020-02-18,south
20778,170400,2020-02-18,east
20779,168300,2020-02-18,west
20804,155100,2020-02-19,north
20805,165000,2020-02-19,south
20806,168900,2020-02-19,east
20807,163800,2020-02-19,west
20832,151800,2020-02-20,north
20833,159300,2020-02-20,south
20834,163200,2020-02-20,east
20835,160200,2020-02-20,west
20860,176100,2020-02-21,north
20861,175500,2020-02-21,south
20862,158100,2020-02-21,east
20863,179400,2020-02-21,west
20888,154500,2020-02-22,north
20889,168900,2020-02-22,south
20890,163200,2020-02-22,east
20891,166800,2020-02-22,west
20916,163800,2020-02-23,north
20917,160200,2020-02-23,south
20918,168600,2020-02-23,east
20919,177600,2020-02-23,west
20944,159300,2020-02-24,north
20945,173400,2020-02-24,south
20946,160800,2020-02-24,east
20947,161700,2020-02-24,west
20972,165600,2020-02-25,north
20973,172200,2020-02-25,south
20974,156600,2020-02-25,east
20975,154800,2020-02-25,west
21000,154500,2020-02-26,north
21001,152100,2020-02-26,south
21002,172800,2020-02-26,east
21003,166800,2020-02-26,west
21028,169800,2020-02-27,north
21029,159900,2020-02-27,south
21030,158100,2020-02-27,east
21031,152700,2020-02-27,west
21056,150900,2020-02-28,north
21057,168600,2020-02-28,south
21058,159000,2020-02-28,east
21059,168900,2020-02-28,west
21084,167100,2020-02-29,north
21085,172800,2020-02-29,south
21086,152400,2020-02-29,east
21087,165600,2020-02-29,west
21112,159300,2020-03-01,north
21113,162600,2020-03-01,south
21114,162600,2020-03-01,east
21115,169200,2020-03-01,west
21140,150900,2020-03-02,north
21141,178800,2020-03-02,south
21142,157200,2020-03-02,east
21143,156900,2020-03-02,west
21168,163200,2020-03-03,north
21169,154800,2020-03-03,south
21170,162300,2020-03-03,east
21171,150600,2020-03-03,west
21196,177300,2020-03-04,north
21197,167700,2020-03-04,south
21198,163800,2020-03-04,east
21199,156900,2020-03-04,west
21224,179400,2020-03-05,north
21225,176400,2020-03-05,south
21226,153000,2020-03-05,east
21227,177000,2020-03-05,west
21252,162300,2020-03-06,north
21253,173400,2020-03-06,south
21254,169800,2020-03-06,east
21255,150300,2020-03-06,west
21280,164100,2020-03-07,north
21281,158100,2020-03-07,south
21282,179700,2020-03-07,east
21283,167400,2020-03-07,west
21308,170100,2020-03-08,north
21309,159000,2020-03-08,south
21310,159900,2020-03-08,east
21311,179100,2020-03-08,west
21336,171900,2020-03-09,north
21337,177600,2020-03-09,south
21338,154200,2020-03-09,east
21339,174000,2020-03-09,west
21364,164400,2020-03-10,north
21365,165300,2020-03-10,south
21366,179700,2020-03-10,east
21367,174000,2020-03-10,west
21392,160500,2020-03-11,north
21393,158400,2020-03-11,south
21394,166200,2020-03-11,east
21395,157200,2020-03-11,west
21420,163500,2020-03-12,north
21421,154800,2020-03-12,south
21422,168000,2020-03-12,east
21423,176700,2020-03-12,west
21448,155400,2020-03-13,north
21449,168600,2020-03-13,south
21450,174900,2020-03-13,east
21451,155400,2020-03-13,west
21476,166200,2020-03-14,north
21477,155700,2020-03-14,south
21478,175500,2020-03-14,east
21479,175800,2020-03-14,west
21504,150000,2020-03-15,north
21505,166500,2020-03-15,south
21506,176100,2020-03-15,east
21507,162600,2020-03-15,west
21532,165000,2020-03-16,north
21533,172200,2020-03-16,south
21534,164100,2020-03-16,east
21535,161100,2020-03-16,west
21560,170100,2020-03-17,north
21561,170100,2020-03-17,south
21562,179400,2020-03-17,east
21563,150900,2020-03-17,west
21588,156600,2020-03-18,north
21589,171600,2020-03-18,south
21590,170100,2020-03-18,east
21591,160500,2020-03-18,west
21616,158100,2020-03-19,north
21617,179700,2020-03-19,south
21618,172500,2020-03-19,east
21619,155400,2020-03-19,west
21644,166500,2020-03-20,north
21645,164100,2020-03-20,south
21646,167700,2020-03-20,east
21647,170700,2020-03-20,west
21672,157500,2020-03-21,north
21673,167400,2020-03-21,south
21674,170700,2020-03-21,east
21675,171000,2020-03-21,west
21700,164400,2020-03-22,north
21701,166800,2020-03-22,south
21702,167400,2020-03-22,east
21703,173700,2020-03-22,west
21728,176700,2020-03-23,north
21729,162000,2020-03-23,south
21730,159300,2020-03-23,east
21731,154200,2020-03-23,west
21756,154800,2020-03-24,north
21757,166200,2020-03-24,south
21758,174000,2020-03-24,east
21759,157200,2020-03-24,west
21784,177900,2020-03-25,north
21785,177000,2020-03-25,south
21786,162300,2020-03-25,east
21787,157500,2020-03-25,west
21812,178500,2020-03-26,north
21813,167100,2020-03-26,south
21814,174900,2020-03-26,east
21815,179100,2020-03-26,west
21840,171300,2020-03-27,north
21841,162300,2020-03-27,south
21842,160500,2020-03-27,east
21843,156600,2020-03-27,west
21868,156900,2020-03-28,north
21869,160500,2020-03-28,south
21870,172800,2020-03-28,east
21871,166500,2020-03-28,west
21896,178200,2020-03-29,north
21897,180000,2020-03-29,south
21898,151800,2020-03-29,east
21899,180000,2020-03-29,west
21924,151500,2020-03-30,north
21925,176400,2020-03-30,south
21926,163200,2020-03-30,east
21927,160800,2020-03-30,west
21952,179400,2020-03-31,north
21953,163500,2020-03-31,south
21954,157200,2020-03-31,east
21955,162900,2020-03-31,west
21980,155700,2020-04-01,north
21981,153600,2020-04-01,south
21982,158700,2020-04-01,east
21983,172800,2020-04-01,west
22008,177900,2020-04-02,north
22009,177300,2020-04-02,south
22010,179400,2020-04-02,east
22011,150300,2020-04-02,west
22036,176700,2020-04-03,north
22037,174300,2020-04-03,south
22038,156000,2020-04-03,east
22039,174600,2020-04-03,west
22064,173100,2020-04-04,north
22065,169200,2020-04-04,south
22066,172200,2020-04-04,east
22067,156300,2020-04-04,west
22092,179700,2020-04-05,north
22093,175500,2020-04-05,south
22094,161100,2020-04-05,east
22095,163500,2020-04-05,west
22120,175200,2020-04-06,north
22121,174900,2020-04-06,south
22122,178200,2020-04-06,east
22123,152100,2020-04-06,west
22148,175200,2020-04-07,north
22149,168600,2020-04-07,south
22150,150000,2020-04-07,east
22151,178500,2020-04-07,west
22176,161100,2020-04-08,north
22177,179400,2020-04-08,south
22178,173400,2020-04-08,east
22179,165900,2020-04-08,west
22204,165000,2020-04-09,north
22205,158700,2020-04-09,south
22206,162900,2020-04-09,east
22207,150600,2020-04-09,west
22232,179400,2020-04-10,north
22233,155100,2020-04-10,south
22234,150300,2020-04-10,east
22235,177600,2020-04-10,west
22260,165900,2020-04-11,north
22261,159000,2020-04-11,south
22262,151500,2020-04-11,east
22263,150600,2020-04-11,west
22288,172200,2020-04-12,north
22289,151200,2020-04-12,south
22290,177300,2020-04-12,east
22291,163500,2020-04-12,west
22316,154800,2020-04-13,north
22317,169200,2020-04-13,south
22318,169800,2020-04-13,east
22319,175500,2020-04-13,west
22344,152100,2020-04-14,north
22345,159300,2020-04-14,south
22346,164400,2020-04-14,east
22347,158700,2020-04-14,west
22372,180000,2020-04-15,north
22373,178800,2020-04-15,south
22374,176400,2020-04-15,east
22375,165000,2020-04-15,west
22400,170400,2020-04-16,north
22401,165900,2020-04-16,south
22402,164400,2020-04-16,east
22403,150000,2020-04-16,west
22428,173400,2020-04-17,north
22429,161700,2020-04-17,south
22430,158400,2020-04-17,east
22431,156900,2020-04-17,west
22456,162300,2020-04-18,north
22457,150000,2020-04-18,south
22458,157800,2020-04-18,east
22459,159000,2020-04-18,west
22484,176100,2020-04-19,north
22485,172800,2020-04-19,south
22486,171600,2020-04-19,east
22487,170400,2020-04-19,west
22512,166500,2020-04-20,north
22513,151500,2020-04-20,south
22514,172500,2020-04-20,east
22515,169500,2020-04-20,west
22540,175500,2020-04-21,north
22541,152100,2020-04-21,south
22542,162900,2020-04-21,east
22543,168600,2020-04-21,west
22568,161400,2020-04-22,north
22569,161400,2020-04-22,south
22570,156900,2020-04-22,east
22571,152700,2020-04-22,west
22596,176400,2020-04-23,north
22597,152400,2020-04-23,south
22598,161100,2020-04-23,east
22599,178500,2020-04-23,west
22624,171600,2020-04-24,north
22625,169200,2020-04-24,south
22626,150600,2020-04-24,east
22627,153300,2020-04-24,west
22652,163800,2020-04-25,north
22653,163800,2020-04-25,south
22654,175500,2020-04-25,east
22655,154500,2020-04-25,west
22680,151200,2020-04-26,north
22681,159300,2020-04-26,south
22682,167400,2020-04-26,east
22683,171900,2020-04-26,west
22708,153000,2020-04-27,north
22709,159300,2020-04-27,south
22710,164100,2020-04-27,east
22711,157500,2020-04-27,west
22736,178800,2020-04-28,north
22737,174900,2020-04-28,south
22738,158100,2020-04-28,east
22739,152400,2020-04-28,west
22764,168000,2020-04-29,north
22765,167400,2020-04-29,south
22766,177300,2020-04-29,east
22767,167400,2020-04-29,west
22792,177900,2020-04-30,north
22793,156900,2020-04-30,south
22794,159000,2020-04-30,east
22795,168900,2020-04-30,west
22820,175500,2020-05-01,north
22821,175200,2020-05-01,south
22822,164100,2020-05-01,east
22823,160500,2020-05-01,west
22848,158700,2020-05-02,north
22849,152100,2020-05-02,south
22850,160500,2020-05-02,east
22851,155700,2020-05-02,west
22876,168000,2020-05-03,north
22877,156600,2020-05-03,south
22878,171900,2020-05-03,east
22879,156300,2020-05-03,west
22904,156900,2020-05-04,north
22905,160800,2020-05-04,south
22906,157800,2020-05-04,east
22907,164100,2020-05-04,west
22932,158700,2020-05-05,north
22933,167400,2020-05-05,south
22934,150000,2020-05-05,east
22935,168600,2020-05-05,west
22960,152100,2020-05-06,north
22961,168300,2020-05-06,south
22962,176700,2020-05-06,east
22963,177600,2020-05-06,west
22988,155700,2020-05-07,north
22989,162300,2020-05-07,south
22990,155700,2020-05-07,east
22991,174600,2020-05-07,west
23016,168000,2020-05-08,north
23017,158700,2020-05-08,south
23018,169500,2020-05-08,east
23019,162900,2020-05-08,west
23044,167400,2020-05-09,north
23045,162000,2020-05-09,south
23046,156000,2020-05-09,east
23047,159000,2020-05-09,west
23072,162300,2020-05-10,north
23073,168900,2020-05-10,south
23074,165600,2020-05-10,east
23075,169500,2020-05-10,west
23100,167400,2020-05-11,north
23101,155400,2020-05-11,south
23102,168000,2020-05-11,east
23103,157500,2020-05-11,west
23128,150000,2020-05-12,north
23129,179100,2020-05-12,south
23130,161400,2020-05-12,east
23131,169500,2020-05-12,west
23156,176700,2020-05-13,north
23157,172500,2020-05-13,south
23158,170100,2020-05-13,east
23159,162900,2020-05-13,west
23184,165600,2020-05-14,north
23185,171300,2020-05-14,south
23186,173700,2020-05-14,east
23187,167100,2020-05-14,west
23212,153300,2020-05-15,north
23213,164400,2020-05-15,south
23214,156000,2020-05-15,east
23215,174000,2020-05-15,west
23240,176700,2020-05-16,north
23241,179100,2020-05-16,south
23242,150900,2020-05-16,east
23243,161400,2020-05-16,west
23268,156600,2020-05-17,north
23269,175800,2020-05-17,south
23270,166800,2020-05-17,east
23271,170700,2020-05-17,west
23296,163800,2020-05-18,north
23297,159600,2020-05-18,south
23298,176700,2020-05-18,east
23299,168300,2020-05-18,west
23324,164100,2020-05-19,north
23325,171300,2020-05-19,south
23326,151500,2020-05-19,east
23327,160200,2020-05-19,west
23352,157500,2020-05-20,north
23353,179100,2020-05-20,south
23354,154500,2020-05-20,east
23355,168600,2020-05-20,west
23380,158700,2020-05-21,north
23381,179100,2020-05-21,south
23382,165300,2020-05-21,east
23383,167100,2020-05-21,west
23408,154200,2020-05-22,north
23409,168600,2020-05-22,south
23410,156900,2020-05-22,east
23411,151800,2020-05-22,west
23436,162000,2020-05-23,north
23437,153600,2020-05-23,south
23438,171300,2020-05-23,east
23439,178800,2020-05-23,west
23464,177300,2020-05-24,north
23465,178500,2020-05-24,south
23466,150900,2020-05-24,east
23467,171300,2020-05-24,west
23492,153600,2020-05-25,north
23493,170400,2020-05-25,south
23494,156300,2020-05-25,east
23495,153900,2020-05-25,west
23520,154500,2020-05-26,north
23521,153000,2020-05-26,south
23522,175800,2020-05-26,east
23523,165600,2020-05-26,west
23548,156300,2020-05-27,north
23549,175800,2020-05-27,south
23550,165600,2020-05-27,east
23551,170700,2020-05-27,west
23576,158100,2020-05-28,north
23577,156900,2020-05-28,south
23578,153300,2020-05-28,east
23579,156600,2020-05-28,west
23604,172200,2020-05-29,north
23605,160200,2020-05-29,south
23606,169800,2020-05-29,east
23607,156600,2020-05-29,west
23632,159900,2020-05-30,north
23633,178800,2020-05-30,south
23634,174300,2020-05-30,east
23635,164700,2020-05-30,west
23660,156600,2020-05-31,north
23661,160800,2020-05-31,south
23662,179100,2020-05-31,east
23663,176400,2020-05-31,west
23688,175200,2020-06-01,north
23689,160800,2020-06-01,south
23690,155400,2020-06-01,east
23691,171000,2020-06-01,west
23716,167700,2020-06-02,north
23717,179400,2020-06-02,south
23718,180000,2020-06-02,east
23719,176700,2020-06-02,west
23744,178200,2020-06-03,north
23745,158400,2020-06-03,south
23746,154500,2020-06-03,east
23747,161700,2020-06-03,west
23772,164400,2020-06-04,north
23773,152700,2020-06-04,south
23774,170700,2020-06-04,east
23775,177300,2020-06-04,west
23800,158700,2020-06-05,north
23801,163200,2020-06-05,south
23802,156900,2020-06-05,east
23803,156600,2020-06-05,west
23828,168300,2020-06-06,north
23829,168900,2020-06-06,south
23830,170400,2020-06-06,east
23831,174900,2020-06-06,west
23856,162000,2020-06-07,north
23857,165000,2020-06-07,south
23858,174300,2020-06-07,east
23859,167400,2020-06-07,west
23884,152700,2020-06-08,north
23885,163800,2020-06-08,south
23886,158400,2020-06-08,east
23887,169500,2020-06-08,west
23912,150300,2020-06-09,north
23913,156900,2020-06-09,south
23914,157200,2020-06-09,east
23915,159300,2020-06-09,west
23940,176100,2020-06-10,north
23941,151200,2020-06-10,south
23942,161700,2020-06-10,east
23943,159300,2020-06-10,west
23968,159000,2020-06-11,north
23969,161100,2020-06-11,south
23970,171900,2020-06-11,east
23971,171900,2020-06-11,west
23996,151200,2020-06-12,north
23997,177600,2020-06-12,south
23998,157500,2020-06-12,east
23999,174600,2020-06-12,west
24024,158100,2020-06-13,north
24025,168900,2020-06-13,south
24026,177600,2020-06-13,east
24027,156000,2020-06-13,west
24052,173400,2020-06-14,north
24053,178800,2020-06-14,south
24054,174300,2020-06-14,east
24055,171900,2020-06-14,west
24080,154200,2020-06-15,north
24081,175800,2020-06-15,south
24082,167400,2020-06-15,east
24083,158400,2020-06-15,west
24108,166800,2020-06-16,north
24109,162000,2020-06-16,south
24110,169500,2020-06-16,east
24111,163800,2020-06-16,west
24136,155400,2020-06-17,north
24137,165900,2020-06-17,south
24138,173400,2020-06-17,east
24139,152700,2020-06-17,west
24164,161100,2020-06-18,north
24165,173400,2020-06-18,south
24166,174300,2020-06-18,east
24167,155700,2020-06-18,west
24192,180000,2020-06-19,north
24193,153600,2020-06-19,south
24194,157800,2020-06-19,east
24195,151500,2020-06-19,west
24220,164700,2020-06-20,north
24221,164100,2020-06-20,south
24222,161400,2020-06-20,east
24223,151800,2020-06-20,west
24248,175500,2020-06-21,north
24249,162000,2020-06-21,south
24250,172500,2020-06-21,east
24251,166800,2020-06-21,west
24276,176100,2020-06-22,north
24277,154200,2020-06-22,south
24278,153900,2020-06-22,east
24279,152400,2020-06-22,west
24304,176700,2020-06-23,north
24305,158100,2020-06-23,south
24306,177000,2020-06-23,east
24307,175800,2020-06-23,west
24332,161700,2020-06-24,north
24333,151800,2020-06-24,south
24334,179100,2020-06-24,east
24335,169500,2020-06-24,west
24360,150300,2020-06-25,north
24361,179400,2020-06-25,south
24362,163800,2020-06-25,east
24363,153600,2020-06-25,west
24388,170700,2020-06-26,north
24389,157800,2020-06-26,south
24390,171900,2020-06-26,east
24391,172800,2020-06-26,west
24416,164400,2020-06-27,north
24417,152700,2020-06-27,south
24418,157800,2020-06-27,east
24419,162300,2020-06-27,west
24444,160800,2020-06-28,north
24445,177900,2020-06-28,south
24446,168900,2020-06-28,east
24447,162900,2020-06-28,west
24472,172200,2020-06-29,north
24473,166200,2020-06-29,south
24474,166200,2020-06-29,east
24475,150300,2020-06-29,west
24500,179400,2020-06-30,north
24501,157200,2020-06-30,south
24502,166800,2020-06-30,east
24503,164700,2020-06-30,west
24528,163200,2020-07-01,north
24529,157800,2020-07-01,south
24530,165000,2020-07-01,east
24531,179700,2020-07-01,west
24556,173400,2020-07-02,north
24557,173400,2020-07-02,south
24558,158100,2020-07-02,east
24559,166500,2020-07-02,west
24584,169500,2020-07-03,north
24585,170100,2020-07-03,south
24586,158400,2020-07-03,east
24587,151800,2020-07-03,west
24612,173700,2020-07-04,north
24613,165600,2020-07-04,south
24614,169500,2020-07-04,east
24615,156300,2020-07-04,west
24640,178800,2020-07-05,north
24641,174600,2020-07-05,south
24642,164700,2020-07-05,east
24643,152700,2020-07-05,west
24668,154800,2020-07-06,north
24669,157200,2020-07-06,south
24670,156900,2020-07-06,east
24671,152700,2020-07-06,west
24696,150000,2020-07-07,north
24697,179100,2020-07-07,south
24698,165600,2020-07-07,east
24699,174300,2020-07-07,west
24724,156300,2020-07-08,north
24725,172200,2020-07-08,south
24726,175800,2020-07-08,east
24727,152400,2020-07-08,west
24752,178800,2020-07-09,north
24753,171300,2020-07-09,south
24754,159600,2020-07-09,east
24755,171600,2020-07-09,west
24780,158700,2020-07-10,north
24781,150900,2020-07-10,south
24782,169800,2020-07-10,east
24783,151500,2020-07-10,west
24808,150000,2020-07-11,north
24809,168900,2020-07-11,south
24810,155400,2020-07-11,east
24811,150900,2020-07-11,west
24836,174600,2020-07-12,north
24837,157200,2020-07-12,south
24838,177300,2020-07-12,east
24839,159600,2020-07-12,west
24864,168000,2020-07-13,north
24865,176400,2020-07-13,south
24866,178200,2020-07-13,east
24867,172800,2020-07-13,west
24892,155700,2020-07-14,north
24893,151500,2020-07-14,south
24894,169500,2020-07-14,east
24895,150000,2020-07-14,west
24920,154200,2020-07-15,north
24921,174000,2020-07-15,south
24922,164700,2020-07-15,east
24923,159600,2020-07-15,west
24948,151500,2020-07-16,north
24949,173100,2020-07-16,south
24950,160500,2020-07-16,east
24951,179100,2020-07-16,west
24976,179400,2020-07-17,north
24977,167700,2020-07-17,south
24978,164100,2020-07-17,east
24979,177300,2020-07-17,west
25004,162300,2020-07-18,north
25005,170700,2020-07-18,south
25006,174900,2020-07-18,east
25007,179700,2020-07-18,west
25032,161400,2020-07-19,north
25033,165300,2020-07-19,south
25034,167400,2020-07-19,east
25035,177900,2020-07-19,west
25060,179700,2020-07-20,north
25061,156000,2020-07-20,south
25062,163800,2020-07-20,east
25063,171600,2020-07-20,west
25088,157200,2020-07-21,north
25089,176700,2020-07-21,south
25090,168900,2020-07-21,east
25091,173400,2020-07-21,west
25116,166800,2020-07-22,north
25117,172800,2020-07-22,south
25118,166800,2020-07-22,east
25119,158400,2020-07-22,west
25144,169200,2020-07-23,north
25145,171000,2020-07-23,south
25146,175800,2020-07-23,east
25147,154500,2020-07-23,west
25172,153000,2020-07-24,north
25173,153000,2020-07-24,south
25174,157500,2020-07-24,east
25175,177600,2020-07-24,west
25200,179400,2020-07-25,north
25201,164700,2020-07-25,south
25202,161100,2020-07-25,east
25203,170400,2020-07-25,west
25228,156900,2020-07-26,north
25229,165900,2020-07-26,south
25230,157500,2020-07-26,east
25231,178800,2020-07-26,west
25256,160200,2020-07-27,north
25257,162000,2020-07-27,south
25258,153000,2020-07-27,east
25259,160800,2020-07-27,west
25284,180000,2020-07-28,north
25285,150600,2020-07-28,south
25286,160800,2020-07-28,east
25287,158100,2020-07-28,west
25312,153300,2020-07-29,north
25313,168600,2020-07-29,south
25314,177300,2020-07-29,east
25315,164400,2020-07-29,west
25340,172200,2020-07-30,north
25341,158400,2020-07-30,south
25342,159600,2020-07-30,east
25343,151200,2020-07-30,west
25368,152700,2020-07-31,north
25369,153000,2020-07-31,south
25370,153300,2020-07-31,east
25371,153000,2020-07-31,west
25396,178800,2020-08-01,north
25397,159600,2020-08-01,south
25398,168000,2020-08-01,east
25399,167100,2020-08-01,west
25424,165600,2020-08-02,north
25425,171600,2020-08-02,south
25426,162300,2020-08-02,east
25427,159600,2020-08-02,west
25452,166500,2020-08-03,north
25453,165000,2020-08-03,south
25454,150300,2020-08-03,east
25455,166500,2020-08-03,west
25480,153900,2020-08-04,north
25481,165900,2020-08-04,south
25482,160200,2020-08-04,east
25483,171900,2020-08-04,west
25508,174900,2020-08-05,north
25509,154800,2020-08-05,south
25510,165300,2020-08-05,east
25511,166200,2020-08-05,west
25536,177000,2020-08-06,north
25537,171000,2020-08-06,south
25538,150900,2020-08-06,east
25539,154500,2020-08-06,west
25564,174000,2020-08-07,north
25565,152400,2020-08-07,south
25566,164100,2020-08-07,east
25567,171000,2020-08-07,west
25592,172800,2020-08-08,north
25593,169500,2020-08-08,south
25594,171600,2020-08-08,east
25595,178500,2020-08-08,west
25620,161700,2020-08-09,north
25621,175200,2020-08-09,south
25622,173400,2020-08-09,east
25623,152100,2020-08-09,west
25648,154500,2020-08-10,north
25649,172200,2020-08-10,south
25650,164700,2020-08-10,east
25651,153000,2020-08-10,west
25676,163200,2020-08-11,north
25677,162000,2020-08-11,south
25678,155100,2020-08-11,east
25679,155700,2020-08-11,west
25704,173700,2020-08-12,north
25705,174900,2020-08-12,south
25706,170400,2020-08-12,east
25707,167100,2020-08-12,west
25732,150000,2020-08-13,north
25733,150000,2020-08-13,south
25734,170100,2020-08-13,east
25735,178500,2020-08-13,west
25760,154200,2020-08-14,north
25761,179100,2020-08-14,south
25762,171600,2020-08-14,east
25763,166500,2020-08-14,west
25788,174000,2020-08-15,north
25789,163200,2020-08-15,south
25790,156000,2020-08-15,east
25791,168900,2020-08-15,west
25816,174900,2020-08-16,north
25817,160500,2020-08-16,south
25818,162900,2020-08-16,east
25819,172800,2020-08-16,west
25844,155400,2020-08-17,north
25845,162900,2020-08-17,south
25846,169800,2020-08-17,east
25847,163500,2020-08-17,west
25872,176100,2020-08-18,north
25873,156600,2020-08-18,south
25874,169200,2020-08-18,east
25875,156300,2020-08-18,west
25900,166200,2020-08-19,north
25901,163500,2020-08-19,south
25902,167400,2020-08-19,east
25903,160200,2020-08-19,west
25928,168600,2020-08-20,north
25929,150600,2020-08-20,south
25930,151500,2020-08-20,east
25931,177900,2020-08-20,west
25956,155700,2020-08-21,north
25957,155100,2020-08-21,south
25958,152100,2020-08-21,east
25959,171000,2020-08-21,west
25984,156300,2020-08-22,north
25985,168300,2020-08-22,south
25986,179100,2020-08-22,east
25987,177300,2020-08-22,west
26012,171600,2020-08-23,north
26013,173100,2020-08-23,south
26014,159300,2020-08-23,east
26015,178800,2020-08-23,west
26040,178500,2020-08-24,north
26041,164700,2020-08-24,south
26042,175500,2020-08-24,east
26043,166500,2020-08-24,west
26068,154500,2020-08-25,north
26069,175500,2020-08-25,south
26070,160500,2020-08-25,east
26071,154800,2020-08-25,west
26096,153300,2020-08-26,north
26097,175200,2020-08-26,south
26098,175800,2020-08-26,east
26099,176700,2020-08-26,west
26124,176100,2020-08-27,north
26125,167100,2020-08-27,south
26126,155100,2020-08-27,east
26127,168600,2020-08-27,west
26152,178800,2020-08-28,north
